Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
Billdesk,"Finance, Fintech, Payments, Property Development, Rental",Fintech,Finance,Venture - Series Unknown,101098638.0252758,Ahmedabad,"BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",2018,2016,,,2
Groww,"Finance, Impact Investing, Internet",Fintech,Finance,Seed,120000.0,Kormangala,Groww offers a new way of investing money.,2018,2016,,,2
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Fintech,Finance,Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,2016,,,2
Mihuru,"Finance, Internet, Travel",Fintech,Finance,Seed,150000.0,Mumbai,Mihuru is an online platform which gives micro loans for air travel .,2018,2016,,,2
PayMe India,"Financial Services, Fintech",Fintech,Finance,Angel,2000000.0,Noida,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,2018,2016,,,2
Bon(Bonfleet Solutions),"Financial Services, Fintech",Fintech,Finance,Seed,1138800.0,Pune,"Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",2018,2016,,,2
OneAssist,"Financial Services, Saas, Security",Fintech,Finance,Debt Financing,2400000.0,Mumbai,OneAssist is a protection & assistance services platform.,2018,2016,,,2
Kaleidofin,Fintech,Fintech,Finance,Series A,5000000.0,Chennai,Platform that provides complete financial solutions for excluded individuals and households,2019,2018,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,1
LivFin,Fintech,Fintech,Finance,,5000000.0,Delhi,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",2019,2017,Rakesh Malhotra,German development finance institution DEG,2
Zest Money,Fintech,Fintech,Finance,Series B,15000000.0,Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,2019,2015,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,4
SalaryFits,Fintech,Fintech,Finance,,5000000.0,,A platform that promotes financial well-being of employees at workplace,2019,2015,Renato Araujo,Brazilian VC Fund Confrapar,4
Avail Finance,Fintech,Fintech,Finance,Series B,11635000.0,Bangalore,Instant online loan app,2020,2017,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners",3
Stack Finance,Fintech,Fintech,Finance,Seed round,113866383.8,Bangalore,"It automates invesments, expenses, borrowing under a single platform",2020,2019,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",1
FPL Technologies,Fintech,Fintech,Finance,Series A,10000000.0,Pune,OneScore app is built by FPL - Free credit scoring and monitoring,2020,2016,Anurag Sinha,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",4
CityCash,Fintech,Fintech,Finance,Seed round,1000000.0,Mumbai,Focusses on creating a transit led micro-payments ecosystem,2020,2017,Vineet Toshniwala,Orios Venture Partners,3
Eduvanz,Fintech,Fintech,Finance,Series A,5000000.0,Mumbai,Digital finance NBFC that provides affordable education loans,2020,2016,"Varun Chopra, Raheel Shah",Sequoia India,4
ZipLoan,Fintech,Fintech,Finance,,2000000.0,Delhi,Provides loans to MSMEs,2020,2015,"Kshitj Puri, Shalabh Singhal",Stride Ventures,5
Pickright Technologies,Fintech,Fintech,Finance,Seed Round,175000.0,Bangalore,Marketplace for stock market investors and advisors,2020,2019,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",1
Finn,Fintech,Fintech,Finance,Pre series A,113866383.8,Bangalore,Neobanking startup that digitises all banking transactions,2020,2019,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",1
Decentro,Fintech,Fintech,Finance,Series A,15500000.0,Bangalore,Automated API-based platform that enables financial integrations.,2020,2020,Rohit Taneja,Y Combinator,0
ChitMonks,Fintech,Fintech,Finance,Pre series A,650000.0,Hyderabad,Offers enterprise private platform for chit fund firms,2020,2016,Pavan Adipuram,Unicorn India Ventures,4
Walrus,Fintech,Fintech,Finance,Pre-Seed,113866383.8,Bangalore,It provides banking solutions for teens and young adults,2020,2019,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,1
goDutch,Fintech,Fintech,Finance,Seed Round,1700000.0,Mumbai,Group Payments platform,2020,2016,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",4
Slice,Fintech,Fintech,Finance,Pre series B,6082000.0,Bangalore,A financial platform for youngsters,2020,2016,Rajan Bajaj,Gunosy,4
GoldenPi,Fintech,Fintech,Finance,,459000.0,Bangalore,An online aggregator of bonds and debentures available in the secondary market,2020,2017,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,3
Jai Kisan,Fintech,Fintech,Finance,Pre series A,3937000.0,Mumbai,A platform that caters the need of customers in rural areas,2020,2017,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",3
Ola Financial Services,Fintech,Fintech,Finance,Series A,27000000.0,Bangalore,It operates Ola Money,2020,2016,Bhavish Aggarwal,Matrix Partners,4
HomeCapital,Fintech,Fintech,Finance,,113866383.8,Mumbai,Home Down Payment Assistance Program,2020,2016,Lalit Menghani,Varanium NexGen Fund,4
Xtracap,Fintech,Fintech,Finance,,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",2020,2016,Mohammed Riaz,Angel Investors,4
Khatabook,Fintech,Fintech,Finance,Series B,60000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,2016,Ravish Naresh,B Capital Group,4
Indian School Finance Company,Fintech,Fintech,Finance,Seed Round,5271000.0,Hyderabad,NBFC that provides funding to education system,2020,2016,,Gray Matters Capital,4
Sindhuja Microcredit,Fintech,Fintech,Finance,,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,2020,2018,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,2
Nium,Fintech,Fintech,Finance,,113866383.8,,Open global money platform,2020,2016,Prajit Nanu,"VisaVentures, BRI Ventures",4
Mintoak,Fintech,Fintech,Finance,Pre series A,2000000.0,Mumbai,Merchant payment solutions startup,2020,2016,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,4
Varthana,Fintech,Fintech,Finance,Series D,15000000.0,Bangalore,Offers secured and unsecured loans,2020,2016,Steve Hardgrave,ChrysCapital,4
NIRA,Fintech,Fintech,Finance,Pre series A,2100000.0,,It offers access and credit to working Indians,2020,2018,"Rohit Sen, Nupur Gupta",Angel investors,2
Finaureus Technologies,Fintech,Fintech,Finance,Pre series A,113866383.8,Pune,Provides investment management solutions,2020,2017,"Arindam Ghosh, U R Bhatt",Pinetree Capital,3
Yap,Fintech,Fintech,Finance,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,2020,2016,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4
Setu,Fintech,Fintech,Finance,Series A,14259000.0,,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,2016,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",4
Amica,Fintech,Fintech,Finance,,2000000.0,,Neobanking startup,2020,2016,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",4
JusPay,Fintech,Fintech,Finance,Series B,21600000.0,Bangalore,Online payment solutions,2020,2016,Vimal Kumar,Vostok Emerging Finance,4
Fingpay,Fintech,Fintech,Finance,Series A,3500000.0,Mumbai,Provides payment solutions,2020,2016,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,4
Mera Cashier,Fintech,Fintech,Finance,,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,2019,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",1
Rupifi,Fintech,Fintech,Finance,Pre seed round,113866383.8,Bangalore,Offers financial products for SMEs,2020,2020,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",0
CoinDCX,Fintech,Fintech,Finance,Series A,3000000.0,,A cryptocurrency trading platform,2020,2016,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",4
Vivriti Capital,Fintech,Fintech,Finance,Series B,50000000.0,Chennai,Digital lending startup,2020,2017,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,3
Fintso,Fintech,Fintech,Finance,,2600000.0,,Wealth management platform,2020,2020,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",0
Khatabook,Fintech,Fintech,Finance,,113866383.8,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,2016,Ravish Naresh,Mahendra Singh Dhoni,4
Smart Coin,Fintech,Fintech,Finance,Series A,7000000.0,,Consumer lending startup,2020,2015,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,5
FamPay,Fintech,Fintech,Finance,Seed Round,4700000.0,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020,2016,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4
Karbon Card,Fintech,Fintech,Finance,Seed Round,2000000.0,Bangalore,Specialisde corporate cards for startups,2020,2016,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",4
Leap Finance,Fintech,Fintech,Finance,,5500000.0,Bangalore,Provides education loans to students based on the student?ÃÃs future income,2020,2016,"Vaibhav Singh, Arnav Kumar",Sequoia India,4
Chqbook,Fintech,Fintech,Finance,Series A,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020,2017,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,3
Umeed Housing,Fintech,Fintech,Finance,Series D,23000000.0,Haryana,Housing finance company,2020,2016,Ashutosh Sharma,Morgan Stanley Private Equity Asia,4
PhoneParLoan,Fintech,Fintech,Finance,,113866383.8,Delhi,Provides easy loans,2020,2015,Ringaile Noq,Accelerator MOX,5
Rupeek,Fintech,Fintech,Finance,,30000000.0,Bangalore,An asset backed online lending platform,2020,2015,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",5
BharatPe,Fintech,Fintech,Finance,Series C,75000000.0,Delhi,Digital payments platform,2020,2018,Ashneer Grover,Ribbit Capital,2
Prayaan Capital,Fintech,Fintech,Finance,Seed Round,1200000.0,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",2020,2016,"Madhan Mohan , Akash Chelvam",Accion Venture Lab,4
Yap,Fintech,Fintech,Finance,,1402000.0,Chennai,Banking and payment products-focused API platform,2020,2016,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",4
Nova Credit,Fintech,Fintech,Finance,Series B,50000000.0,,Cross-border consumer credit startup,2020,2016,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",4
Dot Pvt. Ltd,Fintech,Fintech,Finance,Seed Round,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,2016,Shailaz Nag,"PayU, Fosun RZ Capital",4
SuperMoney,Fintech,Fintech,Finance,Pre series A,1000000.0,Mumbai,Provides financial tools for effective business making,2020,2018,Nikhil Banerjee,Unitus Ventures.,2
Fox Capital,Fintech,Fintech,Finance,,2500000.0,Jaipur,Digital lending startup,2020,2019,Rakesh Sharma,Institutional Investors,1
Aagey,Fintech,Fintech,Finance,,113866383.8,Bangalore,Provides financial assistance to MSMEs,2020,2016,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",4
BharatPe,Fintech,Fintech,Finance,,100000000.0,Delhi,Digital payments platform,2020,2018,Ashneer Grover,Coatue Management,2
MoneyTap,Fintech,Fintech,Finance,Series B,70185200.0,,App-based consumer credit line that gives customers access to credit on tap.,2020,2016,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",4
INdwealth,Fintech,Fintech,Finance,Series C,12000000.0,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,2020,2016,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",4
GetVantage,Fintech,Fintech,Finance,Seed Round,113866383.8,Mumbai,Revenue based finance provider,2020,2016,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",4
Pine Labs,Fintech,Fintech,Finance,,113866383.8,Noida,Retail payment and hardware company,2020,2016,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,4
Mera Cashier,Fintech,Fintech,Finance,Seed Round,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,2019,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",1
Monech,Fintech,Fintech,Finance,Seed Round,12700.0,Mumbai,Automated platform which will help users to take their financial decisions,2020,2016,,Angel investors,4
Capital Quotient,Fintech,Fintech,Finance,,600000.0,Bangalore,Investment advisor,2020,2016,Sousthav Chakrabarty,Undisclosed,4
Klub,Fintech,Fintech,Finance,Pre seed round,2000000.0,,Provides growth financing to high-affinity brands,2020,2019,"Anurakt Jain, Ishita Verma",Sequoia Surge,1
PayMart,Fintech,Fintech,Finance,,113866383.8,Chandigarh,Provides cardless cash withdrawals through small merchants shops,2020,2015,Amit Narang,"IIM Ahmedabad?ÃÃs incubator (CIIE.CO),Chandigarh Angels Network",5
Satin Creditcare,Fintech,Fintech,Finance,,15000000.0,Gurgaon,A micro finance company,2020,2016,,Austrian Bank,4
Wealth Bucket,Fintech,Fintech,Finance,,3000000.0,,An online platform for mutual fund investments,2020,2018,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",2
EpiFi,Fintech,Fintech,Finance,Seed Round,13200000.0,,It offers customers with a single interface for all their financial and banking mandates,2020,2016,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",4
Rupeek,Fintech,Fintech,Finance,Series C,45000000.0,Bangalore,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",2020,2015,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",5
Moneyboxx Finance,Fintech,Fintech,Finance,,1000000.0,New Delhi,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,2020,2019,Prashant Agarwal,"BlackSoil, Caspian",1
SucSEED Indovation,Fintech,Fintech,Finance,,5000000.0,Hyderabad,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",2020,2016,Vikrant Varshney,,4
TaxBuddy.com,Fintech,Fintech,Finance,,1000000.0,Mumbai,TaxBuddy for any tax related issues.,2020,2019,Sujit Bangar,Zenith Global,1
Circle of Angels,Fintech,Fintech,Finance,,3000000.0,Gurgaon,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,2020,2018,Karanpal Singh,,2
CoinDCX,Fintech,Fintech,Finance,Series B,10000000.0,Mumbai,CoinDCX is a company that specializes in crypto-enabled financial services.,2020,2017,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",3
PhonePe,Fintech,Fintech,Finance,,20000000.0,Andheri,PhonePe is a mobile payment application that enables users to transfer money instantly.,2020,2015,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",5
M1xchange,Fintech,Fintech,Finance,,4500000.0,Gurgaon,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2020,2017,Sundeep Mohindru,"BEENEXT, Mayfield Fund",3
Fisdom,Fintech,Fintech,Finance,,7000000.0,Bangalore,Fisdom is a fintech company that offers investment advisory services through an application.,2020,2015,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",5
PhonePe,Fintech,Fintech,Finance,,700000000.0,New Delhi,PhonePe is a mobile payments application that allows the user to transfer money instantly.,2020,2015,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,5
Smallcase,Fintech,Fintech,Finance,,113866383.8,Bangalore,Changing how India invests in equities,2020,2015,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",5
Cashfree,Fintech,Fintech,Finance,Series B,35000000.0,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2020,2015,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",5
Credgenics,Fintech,Fintech,Finance,Pre-series A,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2
Credgenics,Fintech,Fintech,Finance,Pre-series A,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",2
Ensuredit,Fintech,Fintech,Finance,Pre-series A,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,2020,2019,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,1
Grip Invest,Fintech,Fintech,Finance,Pre-series A,113866383.8,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,2020,2020,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,0
NIRA,Fintech,Fintech,Finance,,1000000.0,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",2020,2017,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",3
Slice,Fintech,Fintech,Finance,Debt,5000000.0,Bangalore,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,2020,2016,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",4
BlackSoil,Fintech,Fintech,Finance,,10000000.0,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,2020,2016,Ankur Bansal,,4
GalaxyCard,Fintech,Fintech,Finance,Seed,113866383.8,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,2020,2017,"Amit Kumar, Gunjeet Singh",India Accelerator,3
LivFin,Fintech,Fintech,Finance,,4700000.0,New Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),2020,2017,Rakesh Malhotra,"DEG, KFW DEG",3
FlexiLoans,Fintech,Fintech,Finance,Debt,6000000.0,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,2016,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,4
Credable,Fintech,Fintech,Finance,,4500000.0,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,2017,Nirav Choksi,Oaks Asset Management,3
Finova Capital,Fintech,Fintech,Finance,,55000000.0,"Jaipur, Rajastan",Finova Capital is a non-banking financial company.,2020,2016,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",4
Credgenics,Fintech,Fintech,Finance,Seed,3300000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",2
GetVantage,Fintech,Fintech,Finance,Seed,5000000.0,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,2020,2019,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",1
BASIC Home Loan,Fintech,Fintech,Finance,Seed,5000000.0,Gurugram,"A platform for automating home loans for middle and low-income households in India,",2020,2020,Atul Monga,Picus Capital,0
Signzy,Fintech,Fintech,Finance,,5400000.0,Bangalore,It is creating 'building blocks for a Digital Trust system.,2020,2015,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",5
Clair,Fintech,Fintech,Finance,Seed,4500000.0,"New York, United States",Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,2019,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",1
Uni,Fintech,Fintech,Finance,Seed,18500000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,2016,Nitin Gupta,"Lightspeed India Partners, Accel India",4
Vivriti Capital,Fintech,Fintech,Finance,,1000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,2017,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",3
InsuranceDekho,Fintech,Fintech,Finance,,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,2017,Ankit Agrawal,GirnarSoft,3
Inflexor Ventures,Fintech,Fintech,Finance,,10000000.0,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,2020,2020,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",,0
Smallcase,Fintech,Fintech,Finance,Series B,13400000.0,Bangalore,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,2020,2015,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",5
Recordent,Fintech,Fintech,Finance,Seed,113866383.8,Hyderabad,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2020,2019,Harish Mamtani,,1
FPL Technologies,Fintech,Fintech,Finance,Series A,10000000.0,Pune,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2020,2019,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",1
Pulse,Fintech,Fintech,Finance,Pre-series A,750000.0,Mumbai,Helps people navigate through and profit off financial markets,2020,2015,"Amit Dhakad, Hiral Jain",,5
Groww,Fintech,Fintech,Finance,Series C,30000000.0,Bangalore,Leading Investment and Trading Platform,2020,2016,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",4
Qapita,Fintech,Fintech,Finance,Seed,1080000.0,Singapore,Qapita provides digital equity management tools for private companies and startups.,2020,2019,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings",1
Sunday,Fintech,Fintech,Finance,Pre-Series B,9000000.0,Bangkok,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,2020,2017,Cindy Kua,"SCB 10X, LINE Ventures",3
FypMoney,Fintech,Fintech,Finance,Seed,2000000.0,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2021,2021,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",0
CoinSwitch Kuber,Fintech,Fintech,Finance,Series B,25000000.0,Bangalore,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,2021,2017,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",4
M1xchange,Fintech,Fintech,Finance,,10000000.0,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,2017,Sundeep Mohindru,Amazon,4
CredFlow,Fintech,Fintech,Finance,Seed,2000000.0,New Delhi,CredFlow provides financial solutions to automate your cashflows.,2021,2020,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",1
CRED,Fintech,Fintech,Finance,Series D,215000000.0,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",3
ShopSe,Fintech,Fintech,Finance,,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",1
Groww,Fintech,Fintech,Finance,Series D,83000000.0,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",4
Avanti Finance,Fintech,Fintech,Finance,Series A,26000000.0,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,5
Alteria Capital,Fintech,Fintech,Finance,Debt,150000000000.0,Mumbai,Alteria Capital is a Venture debt firm .,2021,2018,Vinod Murali,,3
Safexpay,Fintech,Fintech,Finance,,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017,Ravi Gupta,"T Choithrams BVI, Ardor",4
Speciale Invest,Fintech,Fintech,Finance,,10000000.0,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,2017,"Vishesh Rajaram, Arjun Rao",,4
OTO Capital,Fintech,Fintech,Finance,,6000000.0,Mumbai,The Future Of Vehicle Ownership!,2021,2018,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,3
Skeps,Fintech,Fintech,Finance,,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,2018,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,3
Ruptok,Fintech,Fintech,Finance,,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Eclear Leasing,1
Ruptok,Fintech,Fintech,Finance,,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Eclear Leasing,1
BharatPe,Fintech,Fintech,Finance,Debt,20000000.0,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,2018,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",3
YPay,Fintech,Fintech,Finance,,400000.0,Noida,YPay Card is the new way to manage money.,2021,2017,Dr Navneet Gupta,We Founder Circle,4
BharatPe,Fintech,Fintech,Finance,Series E,370000000.0,New Delhi,"BharatPe launched India?ÃÃs first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018,"Ashneer Grover, Shashvat Nakrani",Tiger Global,3
GoSats,Fintech,Fintech,Finance,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,2020,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",1
StockGro,Fintech,Fintech,Finance,Pre-series A,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2021,2020,Ajay Lakhotia,"Roots Ventures, Velo Partners",1
KreditBee,Fintech,Fintech,Finance,Series C,75000000.0,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2021,2018,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",3
Marquee Equity,Fintech,Fintech,Finance,,3800000.0,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2021,2016,Ash Narain,"Capital One, Arrowroot Capital",5
