Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Bijnis,B2B marketplace,,,Series A,10000000.0,,Provides a platform for manufacturers and retailers in digital transaction,2020,2015.0,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
iNurture,Edtech,Edtech,education,,1340000.0,Bangalore,"It provides a conducive and healthy teaching, learning environment",2020,2009.0,Ashwin Ajila,BlackSoil Capital
StyleDotMe,Fashion Tech,,,Pre series A,467000.0,Gurugram,"mirrAR, helps jewellers sell jewellery with no physical inventory",2020,2014.0,"Meghna Saraogi, Akhil Tolani",Survam Partners
Ripsey,Nutrition tech,,,,133000.0,Mumbai,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,2020,2018.0,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures
ThriveFNC,Health & Wellness,,,Seed Round,,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.,2020,2017.0,Mugdha Pradhan,Rajesh Ranavat
Vedantu,Edtech,Edtech,education,Series D,100000000.0,Bangalore,Onine learning platform,2020,2011.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue
Magicpin,Others,,,Series D,7000000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",2020,2015.0,"Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation
Procol,Agritech,,,,3823000.0,Delhi,Commodity procurement platform,2020,2018.0,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge
Yumlane,Cloud Kitchen,,,Pre series A,1000000.0,Mumbai,Online retailer that offers a range of on-the-go hot snacking and meals,2020,2016.0,Hitesh Ahuja,Jetty Ventures
Crio,Edtech,Edtech,education,,934000.0,Bangalore,A learning platform for developers,2020,2018.0,"Rathinamurthy R, Sridher Jeyachandran",021 Capital
Openapp,IoT,Technology,technology,,500000.0,Bangalore,Security solutions startup,2020,,Gotama Gowda,Unicorn India Ventures
PumPumPum,IoT/Automobile,,,,293000.0,Gurugram,Offers leased car services,2020,,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate
uFony Services Pvt ltd,Edtech,Edtech,education,,,Pune,"School Diary, a platform that brings education to smartphones",2020,,Ashish C,Chennai Angels
Protinus Fashion Networking Pvt Ltd,Fashion,Fashion & Lifestyle,Fashion & Lifestyle,Pre series A,,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree,2020,2015.0,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures
Uable,Edtech,Edtech,education,Seed Round,,Bangalore,Online life skills development platform for children,2020,,Saurabh Saxena,3one4 Capital
ParkSmart,IoT,Technology,technology,,198000.0,Delhi,Parking spot reservation platform,2020,2019.0,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures
Plum,Healthtech,,,Seed Round,927000.0,Bangalore,Provides health benefits to corporates,2020,2019.0,"Abhishek Poddar, Saurabh Arora",Incubate Fund
IncNut Digital,Ecommerce,E-Commerce,business,Series A,4000000.0,Hyderabad,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,2020,2011.0,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures
GigIndia,Tech,,,Pre series A,971000.0,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,2020,2017.0,"Sahil Sharma, Aditya Shirole",Incubate Fund India
Specsmaker,Eye Wear,,,,3060000.0,Chennai,Online optical chain for eye wears,2020,2007.0,Pratik Shah,Eight Road Ventures
Piggy Ride,SaaS,Technology,technology,Pre series A,1862000.0,Bangalore,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",2020,,Manish Tewari,"JAFCO Asia, Artha Venture Fund"
Chai Waale,Beverage,,,,232000.0,Chennai,Tea Brand,2020,2018.0,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
NOTO,Food,food,food,Pre seed round,,Mumbai,A brand that makes healthy icecream,2020,,"Ashni Sheth, Varun Sheth",WEH Ventures
Cuemath,Edtech,Edtech,education,Series B,2888000.0,Bangalore,It helps students to learn math online,2020,2013.0,Manan Khurma,Trifecta Capital
Cars24,Automobile,,,,1328000.0,Gurgaon,Online platform for selling used cars,2020,2015.0,Vikram Chopra,Vivriti Capital
JetSynthesys,Digital tech,,,,40000000.0,Pune,Digital entertainment and technology company,2020,2012.0,RajanNavani,"Adar Poonawalla, Kris Gopalakrishnan"
Earth Energy EV,Automobile,,,Seed Round,,Mumbai,Electric vehicles startup,2020,2017.0,Rushi Shenghani,LR Joshi
Green Cure,Health & Wellness,,,,,Delhi,It sells herbal OTC products,2020,2015.0,"Sanchit Garg, Sanjeev Dadhich",Venture Catalysts
Blue Sky Analytics,Data Intelligence,,,Seed Round,1200000.0,Gurugram,"It is building AI-powered infrastructure to analyse air quality, pollution etc",2020,2018.0,"Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs"
Edhusk,Edtech,Edtech,education,,,Jaipur,Provieds personalised learning to students by leveraging technology-driven models,2020,2017.0,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network
Decentro,Fintech,Fintech,finance,Series A,15500000.0,Bangalore,Automated API-based platform that enables financial integrations.,2020,2020.0,Rohit Taneja,Y Combinator
Zolostays,Co-living,,,Series C,56000000.0,Bangalore,It offers affordable housing apartments to young professionals and students,2020,2015.0,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital"
Frontier Markets,Ecommerce,E-Commerce,business,Pre series A,2250000.0,Jaipur,Women entreprenuers sells products and services to rural India,2020,2011.0,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
Brainwired,Agritech,,,,,Kerala,India’s first livestock health monitoring company,2020,2018.0,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi"
Aye Finance,Fintech,Fintech,finance,Series E,16753000.0,Gurugram,A finance lender to SMEs,2020,2014.0,"Vikram Jetley, Sanjay Sharma",Invest in Vision
Paper Boat,Food & Beverages,,,,3700000.0,Gurugram,Ecommerce platform for beverages and snacks,2020,2013.0,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures"
Ken42,Edtech,Edtech,education,,1470000.0,Bangalore,A platform that caters to evolving needs of institutions,2020,2019.0,Ganesh Raju,Turbostart
Forbidden Foods,Food,food,food,Seed Round,1000000.0,Delhi,Packaged snacks company,2020,,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram"
Universal Sportsbiz,Fashion,Fashion & Lifestyle,Fashion & Lifestyle,,530000.0,Bangalore,Indian fashion industry with on-trend products,2020,2012.0,Anjana Reddy,NB Ventures
Gobbly,Retail Tech,,,Seed Round,500000.0,Gurugram,A contactless retail store filled with fruits and veggies,2020,,Ooshma Garg,Sauce vc
Aerostrovilos,Automotive,Transportation,transport,,,Chennai,Manufactures micro gas turbines for power-based application,2020,,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network
Mitron,Media,,,Seed Round,267000.0,Bangalore,Short Video and Social Platform,2020,,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture"
Bulk MRO,B2B,,,,3344000.0,Mumbai,A full stack B2B platform for industrial supplies,2020,2015.0,"Devang Shah, Gaurang Shah",Stride Ventures
Inspektlabs,AI,AI,technology,Pre series A,600000.0,Delhi,Focuses on building computer vision products for physical asset inspections,2020,2019.0,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital"
Big Bang Boom Solutions,Defense tech,,,Series A,1000000.0,Chennai,It developed integrated intellectual properties for defense,2020,2018.0,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network
Flinto,Edtech,Edtech,education,Pre series B,7200000.0,Chennai,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,2020,2013.0,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures
Zetwerk,Marketplace,,,Series C,21000000.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,2020,2018.0,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks
ChitMonks,Fintech,Fintech,finance,Pre series A,650000.0,Hyderabad,Offers enterprise private platform for chit fund firms,2020,2016.0,Pavan Adipuram,Unicorn India Ventures
Walrus,Fintech,Fintech,finance,Pre-Seed,,Bangalore,It provides banking solutions for teens and young adults,2020,2019.0,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital
Arth Designbuild,Construction tech,,,,1100000.0,Hyderebad,Construction technology and solutions provider,2020,,Swapnil Sahu,"Startup-O, Eden Ventures"
goDutch,Fintech,Fintech,finance,Seed Round,1700000.0,Mumbai,Group Payments platform,2020,,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq"
Rusk Media,Digital Media,Media Technology,business,Seed Round,,Delhi,It creates video content,2020,2019.0,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners"
Bold Care,Health & Wellness,,,Pre-seed Round,,Mumbai,Digital platform that offers sexologist consultations for  men,2020,2019.0,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand"
Samosa Party,Food,food,food,,,Bangalore,Provides quality Indian Snacks,2020,2017.0,Amit Nanwani,Inflection Point Ventures
High Street Essentials,Ecommerce,E-Commerce,business,Pre series C,2743000.0,New Delhi,The parent company of women's fashion brands FabAlley and Indya,2020,2012.0,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient"
Byju's,Edtech,Edtech,education,,,Bangalore,Provides online learning classes,2020,2011.0,Byju Raveendran,BOND
Slice,Fintech,Fintech,finance,Pre series B,6082000.0,Bangalore,A financial platform for youngsters,2020,2016.0,Rajan Bajaj,Gunosy
Bombay Play,Gaming,,,Pre series A,1500000.0,Bangalore,It designs and creates online multiplayer games,2020,,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma"
Fullife,Healthtech,,,,6609000.0,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up,2020,2011.0,Varun Khanna,Amansa Capital
Oziva,Nutrition,,,Series A,5000000.0,,Clean Label Active Nutrition Brand,2020,2016.0,"Aarti Gill, Mihir Gadani",Matrix Partners
Aye Finance,Fintech,Fintech,finance,Series E,27700000.0,Gurugram,A finance lender to SMEs,2020,2014.0,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund"
Aether Biomedical,Medtech,,,Seed Investment,,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",2020,2016.0,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures
91springboard,Coworking,,,,5940000.0,Delhi,It offers collaborative workspace with varied amenities,2020,2012.0,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
Yulu,Micro-mobiity,,,,3964000.0,,The electric and scooter rental startup,2020,,Amit Gupta,Rocketship
Milkbasket,Logistics,Transport & Logistics,transport,,5500000.0,Gurugram,Hyperlocal delivery service startup,2020,2015.0,Anant Goel,Inflection Point Ventures
MergerDomo,Marketplace,,,,197000.0,Noida,Global online corporate deal sourcing and consulting marketplace,2020,2018.0,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors"
GoMechanic,Auto-tech,,,Series B,,Delhi,Find automobile repair and maintenance service providers,2020,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal
Milk Mantra,Food,food,food,,10000000.0,Odisha,Produces Dairy Products,2020,2009.0,Srikumar Misra,US International Development Finance Corporation
Myglamm,Beauty,,,,4327000.0,Mumbai,On-demand beauty services provider,2020,2015.0,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer"
Drishti Technologies,AI,AI,technology,Series B,25000000.0,Bangalore,"AI-based video analytics, data, and insights bring benefits to manufacturers",2020,,Prasad Akella,Sozo Ventures
Instasolv,Edtech,Edtech,education,Pre series A,2000000.0,Noida,It is a doubt-solving app for students from Class 6 to 12,2020,2019.0,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed
GoldenPi,Fintech,Fintech,finance,,459000.0,Bangalore,An online aggregator of bonds and debentures available in the secondary market,2020,2017.0,"Abhijit Roy, Samir Pratihar",Rainmatter Capital
Peppermint,Robotics,,,Seed Round,,,Industrial robotics startup,2020,2020.0,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,"
Sarva,Yoga & wellness,,,,,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020,,Sarvesh Shashi,Shikhar Dhawan
Jai Kisan,Fintech,Fintech,finance,Pre series A,3937000.0,Mumbai,A platform that caters the need of customers in rural areas,2020,2017.0,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures"
Agro2o,Agritech,,,,,New Delhi,It develops products focused on making hydroponics-based farming,2020,,Yash Vyas,Mumbai Angels Network
LetsTransport,Logitech,,,,1313500.0,Bangalore,Offers techno logistics solutions,2020,2015.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures
GabbarDeals,Ecommerce,E-Commerce,business,,,Pune,Online-to-Offline platforms for mobile phones & accessories,2020,,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts
Crimson Healthcare,Med Tech,,,,229800.0,Delhi,It innovates cutting edge solutions for various problems in the healthcare system,2020,2015.0,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network
Biomoneta,Life sciences,,,Seed Round,,Bangalore,It develops germicidal technologies,2020,,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani"
Edvizo,Edtech,Edtech,education,Seed Round,150000.0,Bangalore,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",2020,,Ravi Nishant,Inflection Point Ventures
Servify,Technology,Technology,technology,Series C,11370000.0,Mumbai,Operates device management and support platform,2020,,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures"
Drum Food,Food,food,food,,5305000.0,Mumbai,It runs yoghurt brand Epigamia,2020,,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners"
Innoviti,SaaS,Technology,technology,Series C,,Bangalore,Digital payments solutions company,2020,2002.0,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners"
Jiffy ai,AI,AI,technology,Series A,18000000.0,,Enterprise automation startup,2020,2018.0,Babu Sivadasan,Nexus Venture Partners
Postman,Tech,,,Series C,150000000.0,,API development platform startup,2020,2014.0,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners
F5,Retail Aggregator,,,,,,It provides opportunities for its partner vendors to upsell and cross-sell their products.,2020,2018.0,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts
Waycool,Agritech,,,Series C,5500000.0,Chennai,Food development and distribution services,2020,2015.0,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank
Myelin Foundry,Deep Tech AI,,,,,,"It builds AI based algorithms on video, voice and sensor",2020,2019.0,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi
Ameliorate Biotech,Biotech,,,Angel Round,264000.0,Bangalore,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",2020,,"Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI"
Hapramp,Blockchain,,,,1000000.0,Gurugram,Startup working on technologies like blockchain and social media,2020,2018.0,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra
MyKaam,HrTech,,,,,Bangalore,Online job searching and recruiting platform,2020,2016.0,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg"
HealthPlix,Healthtech,,,Series B,6000000.0,Bangalore,It provides clinical software for doctors,2020,2016.0,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital"
YoloBus,Mobility/Transport,,,Series A,3300000.0,Gurugram,Intercity bus service startup,2020,2019.0,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners
iNurture Education,Edtech,Edtech,education,,4000000.0,,"It provides a conducive and healthy teaching, learning environment",2020,,Ashwin Ajila,Kimera Ltd
Pocket52,Gaming,,,Series A,1750000.0,Bangalore,An online poker playing platform,2020,2017.0,Nitesh Salvi,Gameskraft
QuaQua,Travel,"Travel, Tourism & Hospitality",hospitality,,1000000.0,Hyderabad,Virtual travel guide platform,2020,2016.0,"Purav Shah, Sandesh Reddy",Anthill Ventures
Crofarm,Agritech,,,,1000000.0,Delhi,Supply chain that supports farmers and provides businesses with freshest produce,2020,2016.0,"Prashant Jain, Varun Khurana",Smile group
Timios,Foodtech,food,food,Pre series A,,Bangalore,Provides healthy snacks for kids,2020,,Aswani Chaitanya,Rangsons Technologies
Wooden Street,Ecommerce,E-Commerce,business,Series A,3000000.0,Jaipur,It enables to order custom furniture online,2020,2015.0,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund
BankBazaar,Fintech,Fintech,finance,Series D1,5967000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital
Rentmojo,Rental,Business,business,,2980000.0,Bangalore,"Rental platform for furniture, appliances & electronics",2020,2012.0,Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment"
Credgencies,AI & Debt,,,Seed Round,,,Tech-enabled platform for resolution of non-performing assets,2020,2018.0,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital
Knorish,SaaS/Edtech,,,Pre series A,323000.0,Delhi,All-in-one knowledge commerce SaaS platform,2020,,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC
LetsTransport,Logitech,,,,1326000.0,Bangalore,Offers techno logistics solutions,2020,2015.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil
Vahak,Transport,,,Seed Round,,,It enables logistic companies to conncet with transporters,2020,2017.0,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran"
Nutrova,Nutrition,,,Pre series A,,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",2020,2013.0,Akshay Pai,DSG Consumer Partners
Cube Wealth,SaaS,Technology,technology,Mid series,500000.0,Mumbai,A digital wealth management services,2020,2018.0,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding"
IVF Access,Healthtech,,,Series A,5000000.0,Bangalore,It provdes IVF treatments,2020,2019.0,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India
Hoi Foods,Foodtech,food,food,Pre series A,2000000.0,Delhi,Quality food solution,2020,2017.0,Indrajeet Roy,Crowd Fund
Ola Financial Services,Fintech,Fintech,finance,Series A,27000000.0,Bangalore,It operates Ola Money,2020,,Bhavish Aggarwal,Matrix Partners
Awifs,Co-working,,,,5200000.0,Delhi,Provides office space solutions,2020,2015.0,Amit Ramani,"Bisque Limited, Link Investment Trust."
Dunzo,Logistics,Transport & Logistics,transport,,55000000.0,Bangalore,India-based hyperlocal delivery startup,2020,2014.0,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed
Swiflearn,Edtech,Edtech,education,Seed Round,,Gurugram,Learning platform for K-10 students looking for personalised learning,2020,2019.0,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway"
Remedo,Healthtech,,,Pre series A,,Delhi,The platform connects doctors with patients,2020,2017.0,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures
Blowhorn,Logistics,Transport & Logistics,transport,,,Bangalore,Tech platform that connects logistics service seekers with mini-truck drivers,2020,2014.0,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital
Toch,AI,AI,technology,Pre series A,1000000.0,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",2020,,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures"
Gram Cover,Insurtech,,,Pre series A,,Noida,It provides insurance products in rural areas,2020,,Jatin Singh,"EMVC, Flourish, Omidyar Network India"
Coin DCX,Cryptocurrency,,,,2500000.0,Mumbai,Hybrid crypto exchange platform,2020,2018.0,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital
HomeCapital,Fintech,Fintech,finance,,,Mumbai,Home Down Payment Assistance Program,2020,,Lalit Menghani,Varanium NexGen Fund
Euler Motors,Automotive tech,,,Series A,2530000.0,Delhi,Startup focusses on electric vehicles,2020,,Saurav Kumar,Inventus III India Fund
Riskcovry,Insurtech,,,Pre series A,,Mumbai,Offers various insurance products,2020,2018.0,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital"
NWNT (No Worry No Tension Healthcare),Healthtech,,,Pre series A,,Delhi,Mental healthtech startup,2020,,Sandeep Vohra,Amit Burman
Voicezen,AI,AI,technology,,,Gurugram,Conversational AI startup,2020,,Anurba Nath,Bharti Airtel
Leap Club,Others,,,Pre seed round,340000.0,Gurugram,Community led professional network for women,2020,,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover"
Credit Mantri,Fintech,Fintech,finance,,792000.0,Chennai,Offers free credit score and a detailed credit analysis report,2020,2012.0,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion"
Xtracap,Fintech,Fintech,finance,,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",2020,,Mohammed Riaz,Angel Investors
Tring,Media,,,,,Mumbai,Celebrity engagement platform,2020,2019.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh"
Vakilsearch,Legal,,,,,Chennai,"Online platform for legal, tax and compliance services",2020,2010.0,Hrishikesh Datar,Sujeet Kumar
Khatabook,Fintech,Fintech,finance,Series B,60000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,,Ravish Naresh,B Capital Group
LendingKart,Fintech,Fintech,finance,Series D,11363000.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,2020,2014.0,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Illumnus,Edtech,Edtech,education,Seed Round,100000.0,,Offers Collaborative learning management system for educational institutions,2020,,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI
LetsTransport,Logitech,,,,1715000.0,Bangalore,Offers techno logistics solutions,2020,2015.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital
Eggoz,Agritech,,,Seed Round,329000.0,Bihar,"Provides technology backed, deep integration services to egg farmers",2020,2017.0,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital"
Winuall,Edtech,Edtech,education,,,Bangalore,It helps coaching institutes in digitization,2020,2018.0,Ashwini Purohit,"Ankit Bhati, Nitin Gupta"
Indian School Finance Company,Fintech,Fintech,finance,Seed Round,5271000.0,Hyderabad,NBFC that provides funding to education system,2020,,,Gray Matters Capital
Juicy Chemistry,Others,,,Series A,650000.0,,It focuses on organic based skincare products,2020,2014.0,Pritesh Asher,Akya Ventures
DeepTek,Healthtech,,,,,Pune,AI enabled radiology platform,2020,2018.0,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator
Stepathlon Lifestyle,Fitness,,,,,Mumbai,It organises corporate wellness programs,2020,2012.0,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams"
Sindhuja Microcredit,Fintech,Fintech,finance,,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,2020,2018.0,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative
Rentmojo,Rental,Business,business,,3226000.0,Bangalore,"Rental platform for furniture, appliances & electronics",2020,2012.0,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche"
Tesco Charge Zone,EV,,,,,Gujarat,Operates electric vehicle charging zone,2020,,Kartikey Hariyani,Mumbai Angels Network
Intello Labs,"Supply chain, Agritech",,,Series A,5900000.0,Gurugram,Standardisation and Quality control of fruits & vegetables,2020,2016.0,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital
SirionLabs,SaaS,Technology,technology,Series C,44000000.0,Gurugram,"Provides procurement, outsourcing services & contract management software",2020,2012.0,Ajay Agrawal,"Tiger Global, Avatar Growth Capital"
Magicpin,Others,,,,3879000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",2020,2015.0,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners
GroCurv,B2B,,,Seed Round,,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020,2019.0,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd
Refrens,SaaS,Technology,technology,Seed Round,1000000.0,Bangalore,"Offers a free invoicing, payments and expense management system",2020,2019.0,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal"
Shiprocket,Logitech,,,Series C,13000000.0,,Tech enabled logistics aggregator,2020,2017.0,Saahil Goel,"Tribe Capital, Innoven Capital, BII"
Spyne,AI,AI,technology,Pre series A,,Gurugram,Helps online businesses with visual content,2020,,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal"
Nykaa,Ecommerce,E-Commerce,business,,8800000.0,Mumbai,Deals in cosmetic and wellness products,2020,2012.0,Falguni Nayar,Steadview capital
Docsapp,Healthtech,,,,9500000.0,Bangalore,Online doctor consultation app,2020,2015.0,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC"
Phable,Healthtech,,,Pre series A,1000000.0,,"It creates an engagement loop between doctors, hospitals, and patients via its app",2020,2018.0,"Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures
Generic Aadhaar,Pharma,,,,,,It provides a platform for entrepreneurs to access generic  medicine at low cost,2020,,Arjun Deshpande,Ratan Tata
Nium,Fintech,Fintech,finance,,,,Open global money platform,2020,,Prajit Nanu,"VisaVentures, BRI Ventures"
Mintoak,Fintech,Fintech,finance,Pre series A,2000000.0,Mumbai,Merchant payment solutions startup,2020,,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures
VestSpace,Spacetech,,,,10000000.0,Pune,It builds small satellite paltforms,2020,2018.0,Arun Kumar Sureban,Next Capital
Blackbuck,Logistics,Transport & Logistics,transport,,,Bangalore,Provides trucking services,2020,2015.0,Rajesh Yabaji,Trifecta Venture
